season,Name,Position,Team,Games,Age,Salary,AAV,Goals,Assists,Points,Goals/60,Assists/60,Points/60,Penalty_Diff,CF%,PDO,PSh%,ZSO%Rel,TOI/Gm
20132014,Dustin.Jeffrey,CL,DAL/PIT,33,25,0.625,0.625,2,2,4,0.42,0.42,0.84,1,49.2,98.52,9.09,-0.49,8.62
20132014,Boone.Jenner,LC,CBJ,78,20,0.767,0.778,11,10,21,0.66,0.6,1.27,12,49.75,101.04,9.24,1.07,12.76
20142015,Boone.Jenner,LC,CBJ,31,21,0.792,0.778,5,4,9,0.68,0.55,1.23,7,47.84,99.22,7.94,4.25,14.14
20132014,Nicklas.Jensen,RL,VAN,17,20,0.925,0.863,3,2,5,0.83,0.55,1.38,-4,58.06,98.53,12.5,18.93,12.82
20142015,Nicklas.Jensen,RL,VAN,5,21,0.833,0.863,0,0,0,0,0,0,0,49.4,93.85,0,2.32,9.64
20132014,Jesse.Joensuu,RL,EDM,42,25,0.9,0.95,2,2,4,0.33,0.33,0.66,1,43.75,92.81,5.41,-13.62,8.6
20142015,Jesse.Joensuu,RL,EDM,20,26,1,0.95,1,1,2,0.31,0.31,0.63,-6,45.93,88.22,5.88,-52.63,9.57
20132014,Marcus.Johansson,C,WSH,80,22,1.825,2,2,19,21,0.11,1.08,1.19,8,48.25,98.33,2.78,2.01,13.25
20142015,Marcus.Johansson,C,WSH,96,23,2.175,2,16,16,32,0.78,0.78,1.57,10,51.89,100.63,13.33,6.38,12.75
20132014,Ryan.Johansen,C,CBJ,88,21,0.81,0.87,22,16,38,1.13,0.82,1.95,-6,50.49,100.5,12.36,-2.66,13.31
20142015,Ryan.Johansen,C,CBJ,82,22,3,4,15,20,35,0.78,1.04,1.81,0,47.55,99.85,11.81,2.36,14.11
20132014,Erik.Johnson,D,COL,87,25,3.75,3.75,6,15,21,0.23,0.56,0.79,-6,46.38,100.54,5.41,-7.56,18.37
20142015,Erik.Johnson,D,COL,47,26,3.75,3.75,8,5,13,0.57,0.35,0.92,-2,46.31,100.77,10.39,-6.82,18.01
20132014,Jack.Johnson,D,CBJ,88,26,3.5,4.357,3,12,15,0.12,0.48,0.59,-13,47.49,100.39,3,-7.79,17.22
20142015,Jack.Johnson,D,CBJ,79,27,5,4.357,3,11,14,0.13,0.48,0.62,-11,47.41,99.29,3.19,-3.99,17.23
20132014,Justin.Johnson,R,NYI,2,32,0.558,0.558,0,0,0,0,0,0,-1,52.38,87.5,NA,25,7.12
20132014,Nick.Johnson,R,BOS,9,27,0.6,0.6,0,0,0,0,0,0,2,45.93,89.74,0,-2.16,9.83
20132014,Tyler.Johnson,CR,T.B,86,23,0.84,0.757,14,20,34,0.73,1.04,1.76,7,50.42,102.61,9.52,-0.82,13.45
20142015,Tyler.Johnson,CR,T.B,103,24,2.8,3.333,27,35,62,1.23,1.59,2.82,19,53.7,103.7,13.64,4.47,12.79
20132014,Jussi.Jokinen,C,PIT,94,30,3,3,19,21,40,0.95,1.05,2,5,55.38,100.99,12.03,10.13,12.74
20142015,Jussi.Jokinen,C,FLA,81,31,4,4,6,26,32,0.38,1.64,2.02,2,50.71,98.7,6.67,1.38,11.74
20132014,Olli.Jokinen,C,WPG,82,34,4.5,4.5,16,15,31,0.83,0.78,1.61,-10,49.26,98.32,11.35,-8.32,14.07
20142015,Olli.Jokinen,C,NSH/STL/TOR,62,35,2.5,2.5,4,5,9,0.34,0.43,0.77,-2,51.19,101.63,3.96,-2.37,11.29
20142015,Jyrki.Jokipakka,D,DAL,51,23,0.728,0.667,0,8,8,0,0.63,0.63,-4,49.73,99.97,0,8.22,14.98
20132014,Blair.Jones,C,CGY,14,26,0.65,0.65,1,0,1,0.45,0,0.45,-1,43.51,100.7,8.33,4.91,9.47
20142015,Blair.Jones,C,PHI,4,27,0.6,0.6,0,0,0,0,0,0,0,38,80.95,NA,-8.95,6.65
20132014,David.Jones,R,CGY,48,29,4,4,6,8,14,0.56,0.74,1.3,-1,45.34,100.76,6.67,-18.17,13.47
20142015,David.Jones,R,CGY,78,30,4,4,13,17,30,0.76,0.99,1.74,3,44.06,100.53,10.4,-14.98,13.24
20132014,Ryan.Jones,RL,EDM,52,29,1.5,1.5,2,4,6,0.27,0.54,0.81,1,42.38,102.41,3.64,-13.79,8.54
20132014,Seth.Jones,D,NSH,77,18,0.925,0.925,3,10,13,0.15,0.51,0.66,0,49.52,95.32,4.05,4.22,15.31
20142015,Seth.Jones,D,NSH,88,19,0.925,0.925,4,10,14,0.17,0.44,0.61,3,53.12,99.35,4.3,2.7,15.62
20142015,Josh.Jooris,CR,CGY,69,24,0.925,0.925,6,10,16,0.45,0.74,1.19,5,47.61,99.56,7.69,4.49,11.72
20142015,Michal.Jordan,D,CAR,38,24,0.55,0.55,0,3,3,0,0.33,0.33,7,51.61,95.64,0,9.5,14.3
20132014,Jacob.Josefson,CL,N.J,27,22,0.725,0.725,0,1,1,0,0.26,0.26,2,50,99.53,0,5.22,8.5
20142015,Jacob.Josefson,CL,N.J,62,23,0.8,0.8,3,3,6,0.29,0.29,0.59,-6,50.63,99.88,5.77,-0.65,9.84
20132014,Roman.Josi,D,NSH,72,23,2.5,4,10,13,23,0.42,0.55,0.97,0,48.73,99.31,8.26,-5.98,19.75
20142015,Roman.Josi,D,NSH,87,24,3,4,11,22,33,0.38,0.76,1.14,8,49.9,101.68,7.19,-8.76,19.96
20132014,Ed.Jovanovski,D,FLA,37,37,4.25,4.125,1,2,3,0.13,0.26,0.39,-6,47.35,99.71,3.03,2.13,12.54
20132014,Tomas.Jurco,RL,DET,39,20,0.718,0.709,5,6,11,0.69,0.82,1.51,3,56.24,98.37,7.58,10.96,11.21
20142015,Tomas.Jurco,RL,DET,70,21,0.767,0.709,2,15,17,0.17,1.3,1.47,10,54.8,100.86,2.44,-3.2,9.9
20132014,Nazem.Kadri,C,TOR,78,22,2.7,2.9,12,19,31,0.66,1.05,1.72,15,45.25,101,10,11.45,13.89
20142015,Nazem.Kadri,C,TOR,73,23,3.1,2.9,13,15,28,0.76,0.87,1.63,21,49.77,100.11,9.77,-1.96,14.13
20132014,Patrick.Kaleta,RL,BUF,5,27,1.25,1.25,0,0,0,0,0,0,0,32.35,93.75,NA,-9.6,6.78
20142015,Patrick.Kaleta,RL,BUF,42,28,1.25,1.25,0,2,2,0,0.37,0.37,3,32.77,95.25,0,-10.23,7.76
20142015,Steven.Kampfer,D,FLA,25,25,0.55,0.55,2,1,3,0.31,0.16,0.47,-2,48.63,97.2,9.09,-7.08,15.29
20132014,Evander.Kane,L,WPG,63,22,4.5,5.25,14,14,28,0.88,0.88,1.76,-6,51.55,97.91,7.53,4.36,15.19
20142015,Evander.Kane,L,WPG,37,23,6,5.25,5,5,10,0.56,0.56,1.11,-8,52.84,99.51,5.56,-3.73,14.59
20132014,Patrick.Kane,R,CHI,88,24,6.5,6.3,25,31,56,1.09,1.35,2.43,6,54.79,101.33,11.79,22.49,15.7
20142015,Patrick.Kane,R,CHI,84,25,6.5,6.3,27,21,48,1.25,0.98,2.23,12,52.18,101.91,15.52,20.84,15.38
20132014,Erik.Karlsson,D,OTT,82,23,5.5,6.5,14,23,37,0.51,0.84,1.36,1,54.78,99.1,7.61,7.9,19.96
20142015,Erik.Karlsson,D,OTT,88,24,6.5,6.5,14,19,33,0.47,0.64,1.11,-1,52.94,100.8,7.37,5.36,20.32
20142015,Melker.Karlsson,RC,S.J,53,24,0.825,0.825,12,8,20,0.99,0.66,1.65,-1,54.47,98.43,12.77,2.82,13.71
20142015,William.Karlsson,C,ANA/CBJ,21,21,0.925,0.831,3,1,4,0.85,0.28,1.13,4,49.09,102.72,13.04,9.57,10.11
20132014,Matt.Kassian,L,OTT,33,26,0.6,0.575,0,1,1,0,0.4,0.4,1,47.29,98.23,0,17,4.59
20132014,Zack.Kassian,R,VAN,73,22,0.81,0.87,13,15,28,0.88,1.02,1.9,0,50.94,100.42,14.94,-6.25,12.09
20142015,Zack.Kassian,R,VAN,42,23,1.5,1.75,9,6,15,1.08,0.72,1.8,-4,49.78,98.32,18.37,1.36,11.9
20132014,Bracken.Kearns,LC,S.J,25,32,0.55,0.55,2,2,4,0.42,0.42,0.84,0,52.65,95.92,6.06,5.24,11.44
20132014,Duncan.Keith,D,CHI,98,30,7.65,5.538,7,36,43,0.23,1.17,1.4,-9,54.81,101.34,4.58,2.28,18.83
20142015,Duncan.Keith,D,CHI,103,31,7.6,5.538,10,27,37,0.3,0.8,1.09,-6,55.39,100.74,6.76,-1.57,19.73
20132014,Chris.Kelly,LC,BOS,57,32,3.5,3,6,9,15,0.53,0.79,1.32,-3,51.46,101.14,10.91,-13.38,11.94
20142015,Chris.Kelly,LC,BOS,80,33,3.5,3,5,18,23,0.29,1.06,1.35,3,51.59,99.94,5.26,-3.94,12.73
20142015,Ronalds.Kenins,L,VAN,35,23,0.718,0.68,5,9,14,0.7,1.26,1.97,-6,47.91,101.21,11.9,-9.99,12.21
20132014,Tim.Kennedy,LC,PHX,37,27,0.7,0.7,2,6,8,0.28,0.84,1.12,2,50.44,99.17,5,0.06,11.55
20132014,Tyler.Kennedy,RL,S.J,67,27,2.35,2.35,4,11,15,0.31,0.84,1.15,8,52.2,96.23,3.01,-0.31,11.69
20142015,Tyler.Kennedy,RL,NYI/S.J,41,28,2.35,2.35,6,7,13,0.82,0.95,1.77,-3,54.29,97.47,7.06,3.39,10.76
20132014,Ryan.Kesler,C,VAN,77,29,5,5,14,11,25,0.73,0.58,1.31,6,52.4,99.56,10.29,0.12,14.88
20142015,Ryan.Kesler,C,ANA,97,30,5,5,15,20,35,0.66,0.88,1.54,-1,51.11,99.99,10.07,-7.02,14.06
20132014,Phil.Kessel,R,TOR,82,25,5.4,5.4,27,28,55,1.22,1.26,2.48,3,44.13,102.46,12.56,3.74,16.22
20142015,Phil.Kessel,R,TOR,82,26,10,8,14,16,30,0.74,0.84,1.58,-1,45.93,98,7.53,7.52,13.93
20132014,Alexander.Khokhlachev,CL,BOS,1,20,0.767,0.787,0,0,0,0,0,0,-1,36.84,100,0,-23.81,14.94
20142015,Alexander.Khokhlachev,CL,BOS,3,21,0.818,0.787,0,0,0,0,0,0,0,45.45,86.67,0,32.77,6.93
20132014,Alex.Killorn,LR,T.B,86,24,0.875,0.875,12,19,31,0.59,0.94,1.54,-7,51.49,100.6,7.79,0.27,14.07
20142015,Alex.Killorn,LR,T.B,97,25,2.4,2.55,19,27,46,0.85,1.21,2.05,3,53.99,100.05,11.95,7.28,13.85
20132014,Jakub.Kindl,D,DET,70,26,1.6,2.4,2,10,12,0.12,0.58,0.7,-2,51.51,100.49,3.12,5.61,14.77
20142015,Jakub.Kindl,D,DET,36,27,2.5,2.4,3,3,6,0.38,0.38,0.76,-5,58.15,100.63,8.33,15.03,13.08
20132014,Dwight.King,RL,L.A,103,24,0.75,0.75,13,21,34,0.59,0.95,1.54,0,57.72,99.82,10.08,-0.77,12.86
20142015,Dwight.King,RL,L.A,81,25,1.75,1.95,12,11,23,0.7,0.65,1.35,-3,54.54,99.63,10.34,-1.85,12.62
20132014,Oscar.Klefbom,D,EDM,17,20,0.925,0.894,1,2,3,0.25,0.49,0.74,3,44.26,95.18,8.33,-12.41,14.31
20142015,Oscar.Klefbom,D,EDM,60,21,0.925,0.894,2,14,16,0.11,0.75,0.86,-1,49.8,95.58,2.35,12.59,18.61
20132014,Kevin.Klein,D,NSH/NYR,102,28,3,2.9,2,10,12,0.08,0.4,0.48,4,47.76,99.45,2.33,4.79,14.62
20142015,Kevin.Klein,D,NYR,79,29,3,2.9,7,20,27,0.33,0.94,1.27,-1,48.69,103,7.78,-10.73,16.2
20132014,Rostislav.Klesla,D,PHX,25,31,2.975,2.975,1,3,4,0.19,0.56,0.75,-2,52.43,98.83,5.88,3.31,12.84
20132014,Carl.Klingberg,RL,WPG,3,22,0.75,0.76,1,0,1,2.54,0,2.54,0,46.67,118.18,33.33,-9.11,7.86
20142015,Carl.Klingberg,RL,WPG,2,23,0.65,0.65,0,0,0,0,0,0,1,44.44,80,NA,15.22,2.98
20142015,John.Klingberg,D,DAL,65,22,0.71,0.713,8,16,24,0.42,0.85,1.27,-2,53.55,101.34,11.94,-3.59,17.46
20132014,Rob.Klinkhammer,L,PHX,72,27,0.6,0.625,9,9,18,0.69,0.69,1.38,6,53.71,100.11,8.91,0.12,10.87
20142015,Rob.Klinkhammer,L,EDM/PIT/ARI,69,28,0.65,0.625,5,4,9,0.39,0.31,0.7,12,47.87,97.84,7.81,-17.44,11.25
20132014,Corban.Knight,C,CGY,7,23,0.9,0.9,1,0,1,1.03,0,1.03,0,42.86,94.05,33.33,15.1,8.31
20142015,Corban.Knight,C,CGY,2,24,0.9,0.9,0,0,0,0,0,0,0,52.38,100,0,32.42,6.43
20132014,Chuck.Kobasew,R,PIT,33,31,0.55,0.55,2,0,2,0.37,0,0.37,0,45.27,100.75,6.06,-7.94,9.94
20142015,Slater.Koekkoek,D,T.B,3,20,0.925,0.894,0,0,0,0,0,0,0,50.6,100.76,0,7.53,13.82
20132014,Mikko.Koivu,C,MIN,78,30,7.29,6.75,9,21,30,0.48,1.12,1.59,1,56.5,98.34,6.87,14.12,14.49
20142015,Mikko.Koivu,C,MIN,90,31,5.4,6.75,8,20,28,0.39,0.99,1.38,-12,53.55,99.3,7.14,5.99,13.52
20132014,Saku.Koivu,C,ANA,78,38,2.5,2.5,8,16,24,0.53,1.06,1.59,-7,45.57,100.67,11.59,-6.31,11.62
20142015,Leo.Komarov,LR,TOR,62,27,2.95,2.95,7,14,21,0.57,1.14,1.71,3,46.9,99.79,10.45,-8.02,11.86
20132014,Mike.Komisarek,D,CAR,32,31,0.7,0.7,0,4,4,0,0.69,0.69,-3,48.5,98.85,0,1.11,10.84
20132014,Zenon.Konopka,CL,BUF/MIN,59,32,1,0.925,1,2,3,0.15,0.3,0.46,-10,43.03,96.63,5,-25.8,6.7
20132014,Tomas.Kopecky,LR,FLA,49,31,3,3,3,7,10,0.29,0.69,0.98,3,51.98,98.5,3.75,-3.07,12.47
20142015,Tomas.Kopecky,LR,FLA,64,32,2.85,3,2,5,7,0.18,0.45,0.63,3,47.73,94.68,2.17,-2.79,10.42
20132014,Anze.Kopitar,C,L.A,108,26,7.5,6.8,22,34,56,0.86,1.32,2.18,9,59.31,102.87,13.17,-2.39,14.29
20142015,Anze.Kopitar,C,L.A,79,27,7.5,6.8,9,24,33,0.5,1.32,1.82,10,59.22,98.54,8.91,-3.13,13.78
20132014,Dmitry.Korobov,D,T.B,3,24,0.825,0.775,0,1,1,0,1.76,1.76,-1,43.64,100,NA,19.87,11.35
20132014,Lauri.Korpikoski,LR,PHX,64,27,2,2.5,7,12,19,0.51,0.88,1.39,0,46.42,100.32,8.05,-0.46,12.84
20142015,Lauri.Korpikoski,LR,ARI,69,28,2.3,2.5,1,10,11,0.07,0.71,0.78,3,44.03,95.76,1.54,-4.78,12.3
20132014,Michael.Kostka,D,CHI/T.B,31,27,0.625,0.625,3,9,12,0.43,1.28,1.71,-2,51.89,106.17,7.14,6.25,13.6
20142015,Michael.Kostka,D,NYR,7,28,0.65,0.65,0,1,1,0,0.6,0.6,1,52.57,101.63,0,14.54,14.32
20142015,Brandon.Kozun,R,TOR,20,24,0.55,0.55,2,2,4,0.81,0.81,1.61,-2,44.35,97.75,28.57,6.19,7.44
20132014,Chris.Kreider,L,NYR,81,22,0.9,0.8,12,18,30,0.69,1.03,1.71,-15,54.03,101.32,9.3,4.57,12.97
20142015,Chris.Kreider,L,NYR,99,23,2.35,2.475,19,24,43,0.85,1.08,1.93,-7,49.78,103.9,10.44,3.99,13.5
20132014,David.Krejci,C,BOS,92,27,5.25,5.25,13,32,45,0.56,1.37,1.92,11,52.13,103.29,8.72,-1.55,15.25
20142015,David.Krejci,C,BOS,47,28,5.25,5.25,5,14,19,0.45,1.25,1.7,-1,51.26,102.09,9.8,1.61,14.29
20132014,Niklas.Kronwall,D,DET,84,32,6,4.75,3,17,20,0.13,0.73,0.86,-15,52.12,100.1,5.26,-3.9,16.56
20142015,Niklas.Kronwall,D,DET,86,33,6,4.75,4,11,15,0.17,0.48,0.66,-10,49.38,99.16,7.41,-5.53,15.96
20132014,Marcus.Kruger,C,CHI,100,23,1.25,1.325,8,20,28,0.43,1.08,1.51,-1,50.38,98.8,7.62,-43.71,11.13
20142015,Marcus.Kruger,C,CHI,104,24,1.4,1.325,9,10,19,0.47,0.52,1,0,52.18,97.09,6.21,-42.24,11
20132014,Torey.Krug,D,BOS,91,22,0.925,0.917,7,17,24,0.32,0.78,1.1,0,54.83,101,5.26,16.42,14.41
20142015,Torey.Krug,D,BOS,78,23,1.4,1.4,10,9,19,0.49,0.44,0.94,4,53.12,102.39,7.87,14.77,15.58
20132014,Nikita.Kucherov,RL,T.B,54,20,0.693,0.712,7,8,15,0.67,0.77,1.44,2,53.89,100.11,8.24,-0.92,11.58
20142015,Nikita.Kucherov,RL,T.B,108,21,0.743,0.712,30,27,57,1.34,1.2,2.54,10,55.35,103.86,15.79,7.98,12.47
20142015,Brett.Kulak,D,CGY,1,20,0.635,0.657,0,0,0,0,0,0,-1,60.87,95.83,NA,59.09,16.37
20132014,Nikolay.Kulemin,LR,TOR,70,27,3,2.8,9,9,18,0.59,0.59,1.17,1,41.29,100.11,11.69,-7.5,13.17
20142015,Nikolay.Kulemin,LR,NYI,89,28,3,4.188,12,15,27,0.64,0.81,1.45,3,51.59,99.37,11.43,-4.43,12.55
20132014,Dmitry.Kulikov,D,FLA,81,22,3,2.5,4,7,11,0.18,0.31,0.49,-5,51.19,96.02,4.88,-1.16,16.65
20142015,Dmitry.Kulikov,D,FLA,73,23,4,4.333,2,13,15,0.1,0.66,0.76,-3,51.14,100.17,3.28,-8.73,16.3
20132014,Chris.Kunitz,L,PIT,91,33,3.725,3.725,21,25,46,0.97,1.15,2.12,-4,53.12,101.44,11.29,4.45,14.34
20142015,Chris.Kunitz,L,PIT,79,34,4,3.85,7,16,23,0.38,0.87,1.25,-4,56.52,100,5.6,6.33,13.94
20132014,Cody.Kunyk,C,T.B,1,23,0.925,0.925,0,0,0,0,0,0,0,52.38,100,0,-19.09,9.53
20132014,Evgeny.Kuznetsov,C,WSH,17,21,0.87,0.87,2,4,6,0.6,1.21,1.81,2,42.34,101.68,12.5,-1.05,11.71
20142015,Evgeny.Kuznetsov,C,WSH,94,22,0.87,0.87,9,18,27,0.49,0.99,1.48,-2,49.29,103.12,6.87,2.78,11.65
20132014,Pierre-Cedric.Labrie,L,T.B,13,27,0.625,0.625,0,0,0,0,0,0,-4,39.55,91.3,0,-4.66,6.95
20132014,Andrew.Ladd,L,WPG,78,27,4.5,4.4,17,19,36,0.96,1.08,2.04,-3,52.9,100.26,12.06,-0.13,13.58
20142015,Andrew.Ladd,L,WPG,85,28,4.5,4.4,12,25,37,0.6,1.25,1.86,-16,53.98,100.96,7.5,4.18,14.07
20132014,Brooks.Laich,C,WSH,51,30,4,4.5,6,3,9,0.57,0.28,0.85,-1,48,100.06,10.17,-1.49,12.4
20142015,Brooks.Laich,C,WSH,80,31,4.5,4.5,6,12,18,0.4,0.8,1.2,0,49.34,99.88,5.88,-5.72,11.27
20132014,Kellan.Lain,C,VAN,9,24,0.6,0.6,1,0,1,1.21,0,1.21,-2,44.79,104.7,14.29,1.07,5.51
20132014,Anton.Lander,C,EDM,27,22,0.9,0.88,0,1,1,0,0.22,0.22,6,43.91,95.17,0,-5.44,10.32
20142015,Anton.Lander,C,EDM,38,23,0.6,0.6,1,10,11,0.13,1.33,1.46,-2,48.39,95.31,2.27,-0.74,11.87
20132014,Gabriel.Landeskog,L,COL,88,20,0.925,0.925,21,31,52,0.95,1.4,2.36,-8,48.53,103.4,11.05,-5.77,15.05
20142015,Gabriel.Landeskog,L,COL,82,21,4.5,5.5,13,24,37,0.65,1.2,1.85,-4,47.67,101.08,8.5,-3.84,14.65
20132014,Maxim.Lapierre,C,STL,77,28,1,1.1,9,6,15,0.7,0.47,1.16,-1,44.84,100.94,11.11,-15.25,10.04
20142015,Maxim.Lapierre,C,PIT/STL,85,29,1.2,1.1,2,9,11,0.16,0.72,0.89,-5,44.38,96.52,2.33,-16.26,8.77
20132014,Philip.Larsen,D,EDM,30,23,1.15,1.025,1,4,5,0.14,0.58,0.72,-2,42.63,99.32,4,8.65,13.8
20132014,Adam.Larsson,D,N.J,26,20,0.925,0.925,1,2,3,0.15,0.29,0.44,-3,55.5,96.82,5.26,6.39,15.74
20142015,Adam.Larsson,D,N.J,64,21,0.9,0.9,3,17,20,0.17,0.98,1.15,-7,46.93,100.83,3.66,-11.11,16.28
20132014,Johan.Larsson,LC,BUF,28,21,0.79,0.763,0,4,4,0,0.72,0.72,0,46.4,100.15,0,1.28,11.96
20142015,Johan.Larsson,LC,BUF,39,22,0.81,0.763,5,7,12,0.62,0.86,1.48,3,42.05,101.65,12.82,8.25,12.46
20132014,Brian.Lashoff,D,DET,80,23,0.65,0.725,0,5,5,0,0.31,0.31,-11,50.16,99.49,0,5.32,12.19
20142015,Brian.Lashoff,D,DET,11,24,0.675,0.725,0,2,2,0,0.94,0.94,-1,50.45,106.61,0,26.29,11.66
20132014,Michael.Latta,C,WSH,17,22,0.55,0.587,1,3,4,0.53,1.59,2.12,1,48.24,101.82,20,-5.71,6.67
20142015,Michael.Latta,C,WSH,57,23,0.575,0.575,0,6,6,0,0.78,0.78,-2,49.41,101.54,0,-2.59,8.07
20142015,Scott.Laughton,C,PHI,31,20,0.925,0.925,0,2,2,0,0.34,0.34,-2,45.1,98.98,0,-1.54,11.23
20142015,Oliver.Lauridsen,D,PHI,1,25,0.65,0.6,0,0,0,0,0,0,0,58.82,80,0,13.82,10.08
20142015,Curtis.Lazar,CR,OTT,73,19,0.925,0.925,6,7,13,0.41,0.48,0.89,3,51.24,99.56,6.25,-5.62,12.06
20132014,Louis.Leblanc,RC,MTL,8,22,0.81,0.87,0,0,0,0,0,0,0,45.74,103.59,0,1.2,9.56
20132014,Peter.Leblanc,LC,WSH,1,25,0.55,0.55,0,0,0,0,0,0,0,23.53,NA,NA,19.09,9.18
20132014,Vincent.Lecavalier,C,PHI,76,33,6,4.5,10,11,21,0.68,0.75,1.42,0,45.16,98.52,11.11,9.77,11.64
20142015,Vincent.Lecavalier,C,PHI,57,34,6,4.5,6,9,15,0.62,0.92,1.54,-1,46.39,100.05,7.79,7.2,10.26
20132014,Nick.Leddy,D,CHI,100,22,2,2.7,3,16,19,0.13,0.7,0.83,-1,56.09,99.31,2.86,12.8,13.75
20142015,Nick.Leddy,D,NYI,85,23,3.4,2.7,9,20,29,0.39,0.86,1.24,-1,55.38,100.27,8.57,1.79,16.49
20132014,Anders.Lee,LC,NYI,22,23,0.9,0.9,6,4,10,1.32,0.88,2.2,-3,54.64,100.32,12,-1.03,12.39
20142015,Anders.Lee,LC,NYI,81,24,0.851,0.851,17,14,31,1.05,0.87,1.92,-5,53.52,99.84,10.43,6.96,11.97
20132014,David.Legwand,CL,DET/NSH,88,33,3.5,4.5,7,21,28,0.36,1.09,1.45,-10,49.21,97.27,6.14,-2.64,13.15
20142015,David.Legwand,CL,OTT,83,34,2.5,3,3,7,10,0.23,0.53,0.76,-5,49.01,100.56,5.26,-6.57,9.53
20142015,Jori.Lehtera,C,STL,80,26,3.25,2.75,11,22,33,0.65,1.31,1.96,-9,52.13,103.06,13.92,13.25,12.63
20132014,Ville.Leino,C,BUF,58,29,4,4.5,0,7,7,0,0.6,0.6,13,43.48,96.8,0,0.96,11.97
20132014,Josh.Leivo,RL,TOR,7,20,0.693,0.792,1,1,2,0.9,0.9,1.79,1,41.41,101,25,8.6,9.58
20142015,Josh.Leivo,RL,TOR,9,21,0.843,0.792,1,0,1,0.9,0,0.9,-1,52,95.89,10,9.1,7.43
20132014,Jordan.Leopold,D,STL,33,33,2.25,2.25,1,4,5,0.13,0.51,0.63,0,52.11,100.69,2.78,12.04,14.32
20142015,Jordan.Leopold,D,CBJ/MIN/STL,52,34,2.25,2.25,0,3,3,0,0.26,0.26,0,44.6,99.16,0,-2.8,13.28
20142015,Bryan.Lerg,L,S.J,2,28,0.575,0.575,1,0,1,2.87,0,2.87,1,59.57,98.33,12.5,-8.46,10.47
20132014,Lucas.Lessio,L,PHX,3,20,0.792,0.831,0,0,0,0,0,0,1,45.45,92.31,0,3.45,11.49
20142015,Lucas.Lessio,L,ARI,26,21,0.868,0.831,2,3,5,0.38,0.57,0.94,0,48.67,93.83,4.65,11.62,12.22
20132014,Kris.Letang,D,PIT,50,26,3.5,3.5,4,5,9,0.28,0.35,0.62,-1,51.12,98.21,4.88,4.29,17.33
20142015,Kris.Letang,D,PIT,69,27,7.25,7.25,5,15,20,0.25,0.74,0.99,-4,55.64,100.24,3.85,2.47,17.58
20132014,Mark.Letestu,CR,CBJ,88,28,1.3,1.3,6,12,18,0.39,0.78,1.16,-3,48.98,99.23,6.67,1.2,10.55
20142015,Mark.Letestu,CR,CBJ,54,29,1.3,1.3,6,5,11,0.69,0.57,1.26,4,42.62,99.4,11.32,-5.34,9.73
20132014,Pierre-Luc.Letourneau-Leblond,LR,PIT,1,28,0.55,0.55,0,0,0,0,0,0,0,18.18,100,0,-6.67,5.04
20132014,Trevor.Lewis,C,L.A,99,26,1.325,1.325,9,3,12,0.51,0.17,0.68,14,52.56,96.96,6.72,0.91,10.77
20142015,Trevor.Lewis,C,L.A,73,27,1.5,1.525,8,15,23,0.54,1.01,1.54,7,56.66,100.39,6.11,3.74,12.24
20132014,John-Michael.Liles,D,CAR/TOR,41,32,4.25,3.875,1,4,5,0.09,0.36,0.45,1,49.49,101.25,2.44,1.98,16.32
20142015,John-Michael.Liles,D,CAR,57,33,4.25,3.875,2,13,15,0.13,0.86,0.99,2,54.98,98.85,2.86,-1.61,15.9
20132014,Matt.Lindblad,L,BOS,2,23,0.743,0.834,0,0,0,0,0,0,0,30.3,100,NA,20.52,10.62
20142015,Matt.Lindblad,L,BOS,2,24,0.925,0.834,0,0,0,0,0,0,0,78.57,100,0,-6.08,7.62
20142015,Oscar.Lindberg,C,NYR,1,22,0.75,0.675,0,0,0,0,0,0,0,62.5,100,0,50,8.93
20142015,Petteri.Lindbohm,D,STL,23,20,0.62,0.637,1,1,2,0.18,0.18,0.36,-3,50.36,98.36,3.33,4.49,14.42
20132014,Elias.Lindholm,RC,CAR,58,18,0.925,0.925,5,8,13,0.45,0.72,1.16,0,49.57,98.05,10.64,15.48,11.57
20142015,Elias.Lindholm,RC,CAR,81,19,0.925,0.925,11,10,21,0.62,0.56,1.18,7,53.41,95.76,8.46,5.44,13.15
20132014,Hampus.Lindholm,D,ANA,89,19,0.925,0.894,5,20,25,0.21,0.85,1.07,-3,50.46,102.78,5.88,2.65,15.8
20142015,Hampus.Lindholm,D,ANA,94,20,0.925,0.894,7,26,33,0.26,0.97,1.23,0,52.15,102.63,7.53,-1.54,17.19
20142015,Joakim.Lindstrom,RL,STL/TOR,53,30,0.7,0.7,2,3,5,0.23,0.34,0.57,0,50.93,94.33,4.26,4.05,9.99
20132014,Bryan.Little,C,WPG,82,25,4,4.7,11,29,40,0.59,1.54,2.13,0,52.9,100.31,9.24,-2.77,13.74
20142015,Bryan.Little,C,WPG,74,26,4.75,4.7,14,17,31,0.84,1.02,1.86,5,53.73,100.8,15.38,4.34,13.54
20132014,Andrei.Loktionov,CL,CAR/N.J,68,23,0.725,0.725,5,11,16,0.39,0.87,1.26,1,55.12,99.48,7.69,13.63,11.19
20132014,Ben.Lovejoy,D,ANA,91,29,1,1.1,7,9,16,0.29,0.37,0.66,-9,48.48,101.96,6.73,-2.12,15.95
20142015,Ben.Lovejoy,D,ANA/PIT,65,30,1.1,1.1,2,11,13,0.11,0.6,0.71,-8,52.1,98.22,2.41,-6.13,16.84
